id,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,flags,message_content
371,2024-10-29 14:53:59,192.168.1.100,192.168.1.138,TCP,55876,22,42,ACK,Acknowledgment received. Continuing print job.
372,2024-10-29 14:54:01,192.168.1.138,192.168.1.100,UDP,64525,53,160,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
373,2024-10-29 14:54:02,192.168.1.138,192.168.1.100,UDP,64565,53,120,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
374,2024-10-29 14:54:04,192.168.1.138,192.168.1.100,TCP,54338,22,123,SYN,G-code: G28 ; Home all axes (Handshake initiated)
375,2024-10-29 14:54:06,192.168.1.138,192.168.1.100,TCP,53665,22,36,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
376,2024-10-29 14:54:08,192.168.1.138,192.168.1.100,UDP,62988,161,199,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
377,2024-10-29 14:54:10,192.168.1.138,192.168.1.100,TCP,60939,443,37,SYN,G-code: G28 ; Home all axes (Handshake initiated)
378,2024-10-29 14:54:11,192.168.1.138,192.168.1.100,UDP,51229,161,158,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
379,2024-10-29 14:54:13,192.168.1.100,192.168.1.138,TCP,55665,80,195,FIN,Warning: Connection terminated unexpectedly.
380,2024-10-29 14:54:15,192.168.1.138,192.168.1.100,UDP,58492,123,55,,G-code: M104 S200 ; Set extruder temperature
381,2024-10-29 14:54:16,192.168.1.138,192.168.1.100,TCP,50746,22,136,SYN,G-code: G28 ; Home all axes (Handshake initiated)
382,2024-10-29 14:54:18,192.168.1.138,192.168.1.100,UDP,63496,123,107,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
383,2024-10-29 14:54:20,192.168.1.138,192.168.1.100,TCP,55278,443,60,SYN,G-code: G28 ; Home all axes (Handshake initiated)
384,2024-10-29 14:54:22,192.168.1.138,192.168.1.100,TCP,57216,80,111,SYN,G-code: G28 ; Home all axes (Handshake initiated)
385,2024-10-29 14:54:23,192.168.1.138,192.168.1.100,UDP,52885,123,161,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
386,2024-10-29 14:54:25,192.168.1.100,192.168.1.138,TCP,52260,22,194,FIN,Warning: Connection terminated unexpectedly.
387,2024-10-29 14:54:25,192.168.1.138,192.168.1.100,UDP,56983,53,54,,G-code: M104 S200 ; Set extruder temperature
388,2024-10-29 14:54:27,192.168.1.138,192.168.1.100,UDP,57665,53,33,,G-code: M104 S200 ; Set extruder temperature
389,2024-10-29 14:54:27,192.168.1.100,192.168.1.138,TCP,62803,80,148,ACK,Acknowledgment received. Continuing print job.
390,2024-10-29 14:54:30,192.168.1.138,192.168.1.100,UDP,55912,123,170,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
391,2024-10-29 14:54:32,192.168.1.100,192.168.1.138,TCP,57516,443,190,RST,Warning: Connection terminated unexpectedly.
392,2024-10-29 14:54:33,192.168.1.138,192.168.1.100,UDP,54086,123,148,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
393,2024-10-29 14:54:34,192.168.1.138,192.168.1.100,UDP,58752,53,91,,G-code: M104 S200 ; Set extruder temperature
394,2024-10-29 14:54:35,192.168.1.138,192.168.1.100,TCP,59555,80,49,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
395,2024-10-29 14:54:37,192.168.1.138,192.168.1.100,UDP,62218,53,82,,G-code: M104 S200 ; Set extruder temperature
396,2024-10-29 14:54:39,192.168.1.138,192.168.1.100,TCP,64514,80,192,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
397,2024-10-29 14:54:40,192.168.1.100,192.168.1.138,TCP,61981,443,193,ACK,Acknowledgment received. Continuing print job.
398,2024-10-29 14:54:41,192.168.1.138,192.168.1.100,TCP,54365,443,95,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
399,2024-10-29 14:54:43,192.168.1.138,192.168.1.100,UDP,52049,123,168,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
400,2024-10-29 14:54:46,192.168.1.138,192.168.1.100,UDP,51851,53,53,,G-code: M104 S200 ; Set extruder temperature
401,2024-10-30 15:02:56,192.168.1.100,192.168.1.138,TCP,52184,443,54,RST,Warning: Connection terminated unexpectedly.
402,2024-10-30 15:02:59,192.168.1.138,192.168.1.100,UDP,56101,123,102,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
403,2024-10-30 15:03:01,192.168.1.138,192.168.1.100,UDP,56550,161,193,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
404,2024-10-30 15:03:02,192.168.1.100,192.168.1.138,TCP,54935,443,61,ACK,Acknowledgment received. Continuing print job.
405,2024-10-30 15:03:03,192.168.1.138,192.168.1.100,UDP,59618,53,109,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
406,2024-10-30 15:03:04,192.168.1.138,192.168.1.100,UDP,49532,161,86,,G-code: M104 S200 ; Set extruder temperature
407,2024-10-30 15:03:05,192.168.1.100,192.168.1.138,TCP,57215,443,72,FIN,Warning: Connection terminated unexpectedly.
408,2024-10-30 15:03:06,192.168.1.138,192.168.1.100,TCP,62030,80,100,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
409,2024-10-30 15:03:08,192.168.1.138,192.168.1.100,UDP,64183,161,175,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
410,2024-10-30 15:03:09,192.168.1.100,192.168.1.138,TCP,53914,22,101,RST,Warning: Connection terminated unexpectedly.
411,2024-10-30 15:03:10,192.168.1.138,192.168.1.100,TCP,57724,443,155,SYN,G-code: G28 ; Home all axes (Handshake initiated)
412,2024-10-30 15:03:11,192.168.1.138,192.168.1.100,TCP,61916,22,116,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
413,2024-10-30 15:03:12,192.168.1.138,192.168.1.100,UDP,60588,123,86,,G-code: M104 S200 ; Set extruder temperature
414,2024-10-30 15:03:14,192.168.1.138,192.168.1.100,UDP,63460,123,100,,G-code: M104 S200 ; Set extruder temperature
415,2024-10-30 15:03:15,192.168.1.100,192.168.1.138,TCP,55728,22,173,RST,Warning: Connection terminated unexpectedly.
416,2024-10-30 15:03:17,192.168.1.100,192.168.1.138,TCP,62811,22,123,RST,Warning: Connection terminated unexpectedly.
417,2024-10-30 15:03:18,192.168.1.138,192.168.1.100,UDP,59075,53,88,,G-code: M104 S200 ; Set extruder temperature
418,2024-10-30 15:03:19,192.168.1.138,192.168.1.100,UDP,63435,161,175,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
419,2024-10-30 15:03:21,192.168.1.138,192.168.1.100,UDP,65311,161,155,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
420,2024-10-30 15:03:23,192.168.1.138,192.168.1.100,UDP,53823,53,166,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
421,2024-10-30 15:03:24,192.168.1.100,192.168.1.138,TCP,63167,80,74,ACK,Acknowledgment received. Continuing print job.
422,2024-10-30 15:03:25,192.168.1.138,192.168.1.100,TCP,63025,443,133,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
423,2024-10-30 15:03:27,192.168.1.100,192.168.1.138,TCP,55229,80,68,ACK,Acknowledgment received. Continuing print job.
424,2024-10-30 15:03:29,192.168.1.100,192.168.1.138,TCP,55397,80,97,RST,Warning: Connection terminated unexpectedly.
425,2024-10-30 15:03:31,192.168.1.138,192.168.1.100,TCP,59382,22,109,SYN,G-code: G28 ; Home all axes (Handshake initiated)
426,2024-10-30 15:03:33,192.168.1.100,192.168.1.138,TCP,61043,22,167,RST,Warning: Connection terminated unexpectedly.
427,2024-10-30 15:03:35,192.168.1.138,192.168.1.100,UDP,63396,123,109,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
428,2024-10-30 15:03:36,192.168.1.138,192.168.1.100,UDP,56547,53,57,,G-code: M104 S200 ; Set extruder temperature
429,2024-10-30 15:03:37,192.168.1.138,192.168.1.100,UDP,61189,161,139,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
430,2024-10-30 15:03:38,192.168.1.100,192.168.1.138,TCP,56456,80,53,RST,Warning: Connection terminated unexpectedly.
431,2024-10-30 15:03:41,192.168.1.138,192.168.1.100,UDP,53593,123,84,,G-code: M104 S200 ; Set extruder temperature
432,2024-10-30 15:03:43,192.168.1.138,192.168.1.100,UDP,59299,123,89,,G-code: M104 S200 ; Set extruder temperature
433,2024-10-30 15:03:43,192.168.1.138,192.168.1.100,TCP,49454,443,163,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
434,2024-10-30 15:03:45,192.168.1.138,192.168.1.100,UDP,63728,161,85,,G-code: M104 S200 ; Set extruder temperature
435,2024-10-30 15:03:47,192.168.1.100,192.168.1.138,TCP,49420,443,66,ACK,Acknowledgment received. Continuing print job.
436,2024-10-30 15:03:49,192.168.1.100,192.168.1.138,TCP,50611,80,105,FIN,Warning: Connection terminated unexpectedly.
437,2024-10-30 15:03:50,192.168.1.138,192.168.1.100,TCP,55140,443,97,SYN,G-code: G28 ; Home all axes (Handshake initiated)
438,2024-10-30 15:03:51,192.168.1.138,192.168.1.100,UDP,65346,123,152,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
439,2024-10-30 15:03:52,192.168.1.138,192.168.1.100,UDP,60783,123,107,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
440,2024-10-30 15:03:54,192.168.1.138,192.168.1.100,TCP,53849,80,87,SYN,G-code: G28 ; Home all axes (Handshake initiated)
441,2024-10-30 15:03:55,192.168.1.138,192.168.1.100,UDP,52116,53,144,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
442,2024-10-30 15:03:57,192.168.1.138,192.168.1.100,UDP,52022,123,148,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
443,2024-10-30 15:03:57,192.168.1.100,192.168.1.138,TCP,57462,443,66,ACK,Acknowledgment received. Continuing print job.
444,2024-10-30 15:04:00,192.168.1.100,192.168.1.138,TCP,52015,443,61,RST,Warning: Connection terminated unexpectedly.
445,2024-10-30 15:04:00,192.168.1.138,192.168.1.100,UDP,62887,123,187,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
446,2024-10-30 15:04:03,192.168.1.138,192.168.1.100,UDP,49589,53,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
447,2024-10-30 15:04:05,192.168.1.100,192.168.1.138,TCP,59219,80,120,RST,Warning: Connection terminated unexpectedly.
448,2024-10-30 15:04:07,192.168.1.100,192.168.1.138,TCP,53432,443,199,ACK,Acknowledgment received. Continuing print job.
449,2024-10-30 15:04:09,192.168.1.138,192.168.1.100,UDP,59860,161,155,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
450,2024-10-30 15:04:11,192.168.1.138,192.168.1.100,UDP,61910,53,178,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
451,2024-10-30 15:04:14,192.168.1.138,192.168.1.100,UDP,54846,161,154,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
452,2024-10-30 15:04:14,192.168.1.100,192.168.1.138,TCP,64762,22,65,ACK,Acknowledgment received. Continuing print job.
453,2024-10-30 15:04:15,192.168.1.100,192.168.1.138,TCP,49169,80,172,FIN,Warning: Connection terminated unexpectedly.
454,2024-10-30 15:04:16,192.168.1.100,192.168.1.138,TCP,54822,443,101,ACK,Acknowledgment received. Continuing print job.
455,2024-10-30 15:04:17,192.168.1.100,192.168.1.138,TCP,50405,443,55,ACK,Acknowledgment received. Continuing print job.
456,2024-10-30 15:04:19,192.168.1.100,192.168.1.138,TCP,56818,22,109,FIN,Warning: Connection terminated unexpectedly.
457,2024-10-30 15:04:21,192.168.1.100,192.168.1.138,TCP,52012,80,112,FIN,Warning: Connection terminated unexpectedly.
458,2024-10-30 15:04:22,192.168.1.100,192.168.1.138,TCP,55751,443,67,FIN,Warning: Connection terminated unexpectedly.
459,2024-10-30 15:04:24,192.168.1.138,192.168.1.100,UDP,55596,53,184,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
460,2024-10-30 15:04:26,192.168.1.138,192.168.1.100,UDP,56923,161,127,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
461,2024-10-30 15:04:28,192.168.1.138,192.168.1.100,TCP,50464,80,72,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
462,2024-10-30 15:04:29,192.168.1.138,192.168.1.100,TCP,50809,443,167,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
463,2024-10-30 15:04:30,192.168.1.100,192.168.1.138,TCP,50354,80,191,ACK,Acknowledgment received. Continuing print job.
464,2024-10-30 15:04:31,192.168.1.138,192.168.1.100,TCP,50330,22,78,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
465,2024-10-30 15:04:32,192.168.1.138,192.168.1.100,UDP,51751,161,63,,G-code: M104 S200 ; Set extruder temperature
466,2024-10-30 15:04:33,192.168.1.100,192.168.1.138,TCP,58068,80,165,ACK,Acknowledgment received. Continuing print job.
467,2024-10-30 15:04:35,192.168.1.138,192.168.1.100,TCP,61796,80,51,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
468,2024-10-30 15:04:36,192.168.1.100,192.168.1.138,TCP,58171,443,188,ACK,Acknowledgment received. Continuing print job.
469,2024-10-30 15:04:37,192.168.1.138,192.168.1.100,UDP,57530,53,66,,G-code: M104 S200 ; Set extruder temperature
470,2024-10-30 15:04:39,192.168.1.138,192.168.1.100,UDP,59447,161,165,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
471,2024-10-30 15:04:40,192.168.1.138,192.168.1.100,UDP,58142,123,119,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
472,2024-10-30 15:04:41,192.168.1.138,192.168.1.100,UDP,58000,161,149,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
473,2024-10-30 15:04:44,192.168.1.138,192.168.1.100,UDP,60901,161,65,,G-code: M104 S200 ; Set extruder temperature
474,2024-10-30 15:04:46,192.168.1.138,192.168.1.100,UDP,53252,53,112,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
475,2024-10-30 15:04:47,192.168.1.138,192.168.1.100,TCP,51276,22,96,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
476,2024-10-30 15:04:49,192.168.1.138,192.168.1.100,TCP,61229,22,117,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
477,2024-10-30 15:04:50,192.168.1.100,192.168.1.138,TCP,59849,80,53,FIN,Warning: Connection terminated unexpectedly.
478,2024-10-30 15:04:52,192.168.1.100,192.168.1.138,TCP,52436,22,188,RST,Warning: Connection terminated unexpectedly.
479,2024-10-30 15:04:53,192.168.1.100,192.168.1.138,TCP,63610,443,193,RST,Warning: Connection terminated unexpectedly.
480,2024-10-30 15:04:54,192.168.1.100,192.168.1.138,TCP,62520,80,147,ACK,Acknowledgment received. Continuing print job.
481,2024-10-30 15:04:55,192.168.1.138,192.168.1.100,UDP,61647,123,163,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
482,2024-10-30 15:04:56,192.168.1.100,192.168.1.138,TCP,59860,22,140,ACK,Acknowledgment received. Continuing print job.
483,2024-10-30 15:04:57,192.168.1.100,192.168.1.138,TCP,65116,80,60,RST,Warning: Connection terminated unexpectedly.
484,2024-10-30 15:04:58,192.168.1.138,192.168.1.100,UDP,64904,161,54,,G-code: M104 S200 ; Set extruder temperature
485,2024-10-30 15:05:00,192.168.1.138,192.168.1.100,UDP,51851,161,188,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
486,2024-10-30 15:05:02,192.168.1.138,192.168.1.100,UDP,51034,123,96,,G-code: M104 S200 ; Set extruder temperature
487,2024-10-30 15:05:03,192.168.1.100,192.168.1.138,TCP,58993,22,153,RST,Warning: Connection terminated unexpectedly.
488,2024-10-30 15:05:05,192.168.1.100,192.168.1.138,TCP,61277,443,124,FIN,Warning: Connection terminated unexpectedly.
489,2024-10-30 15:05:06,192.168.1.138,192.168.1.100,TCP,64724,80,144,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
490,2024-10-30 15:05:08,192.168.1.138,192.168.1.100,TCP,52771,80,111,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
491,2024-10-30 15:05:10,192.168.1.100,192.168.1.138,TCP,57251,443,51,FIN,Warning: Connection terminated unexpectedly.
492,2024-10-30 15:05:11,192.168.1.138,192.168.1.100,UDP,59922,123,181,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
493,2024-10-30 15:05:12,192.168.1.100,192.168.1.138,TCP,51252,80,165,RST,Warning: Connection terminated unexpectedly.
494,2024-10-30 15:05:12,192.168.1.138,192.168.1.100,UDP,56195,53,153,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
495,2024-10-30 15:05:14,192.168.1.138,192.168.1.100,TCP,60687,22,94,SYN,G-code: G28 ; Home all axes (Handshake initiated)
496,2024-10-30 15:05:15,192.168.1.138,192.168.1.100,UDP,51555,53,131,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
497,2024-10-30 15:05:16,192.168.1.138,192.168.1.100,UDP,50362,53,101,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
498,2024-10-30 15:05:18,192.168.1.100,192.168.1.138,TCP,65081,443,166,RST,Warning: Connection terminated unexpectedly.
499,2024-10-30 15:05:20,192.168.1.138,192.168.1.100,UDP,58476,123,106,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
500,2024-10-30 15:05:22,192.168.1.100,192.168.1.138,TCP,49533,80,179,ACK,Acknowledgment received. Continuing print job.
501,2024-10-30 15:05:24,192.168.1.138,192.168.1.100,TCP,52251,443,120,SYN,G-code: G28 ; Home all axes (Handshake initiated)
502,2024-10-30 15:05:26,192.168.1.138,192.168.1.100,UDP,52910,53,133,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
503,2024-10-30 15:05:27,192.168.1.138,192.168.1.100,UDP,53021,161,136,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
504,2024-10-30 15:05:28,192.168.1.138,192.168.1.100,TCP,56700,80,77,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
505,2024-10-30 15:05:29,192.168.1.100,192.168.1.138,TCP,57022,22,158,RST,Warning: Connection terminated unexpectedly.
506,2024-10-30 15:05:30,192.168.1.138,192.168.1.100,TCP,63164,443,132,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
507,2024-10-30 15:05:31,192.168.1.138,192.168.1.100,UDP,57903,123,78,,G-code: M104 S200 ; Set extruder temperature
508,2024-10-30 15:05:33,192.168.1.100,192.168.1.138,TCP,59339,80,198,FIN,Warning: Connection terminated unexpectedly.
509,2024-10-30 15:05:34,192.168.1.138,192.168.1.100,UDP,49379,123,179,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
510,2024-10-30 15:05:36,192.168.1.100,192.168.1.138,TCP,52836,443,129,RST,Warning: Connection terminated unexpectedly.
511,2024-10-30 15:05:37,192.168.1.138,192.168.1.100,UDP,51622,123,179,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
512,2024-10-30 15:05:39,192.168.1.138,192.168.1.100,TCP,56402,22,70,SYN,G-code: G28 ; Home all axes (Handshake initiated)
513,2024-10-30 15:05:40,192.168.1.138,192.168.1.100,UDP,54092,161,166,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
514,2024-10-30 15:05:43,192.168.1.138,192.168.1.100,UDP,58384,53,77,,G-code: M104 S200 ; Set extruder temperature
515,2024-10-30 15:05:45,192.168.1.138,192.168.1.100,TCP,53920,22,129,SYN,G-code: G28 ; Home all axes (Handshake initiated)
516,2024-10-30 15:05:45,192.168.1.138,192.168.1.100,UDP,61027,123,65,,G-code: M104 S200 ; Set extruder temperature
517,2024-10-30 15:05:47,192.168.1.138,192.168.1.100,UDP,49341,123,187,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
518,2024-10-30 15:05:48,192.168.1.138,192.168.1.100,UDP,51648,123,106,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
519,2024-10-30 15:05:50,192.168.1.100,192.168.1.138,TCP,59666,22,84,ACK,Acknowledgment received. Continuing print job.
520,2024-10-30 15:05:51,192.168.1.138,192.168.1.100,TCP,65410,80,122,SYN,G-code: G28 ; Home all axes (Handshake initiated)
521,2024-10-30 15:05:53,192.168.1.138,192.168.1.100,UDP,51767,161,106,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
522,2024-10-30 15:05:54,192.168.1.138,192.168.1.100,UDP,65476,53,162,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
523,2024-10-30 15:05:55,192.168.1.100,192.168.1.138,TCP,51527,22,55,RST,Warning: Connection terminated unexpectedly.
524,2024-10-30 15:05:57,192.168.1.100,192.168.1.138,TCP,54849,80,175,FIN,Warning: Connection terminated unexpectedly.
525,2024-10-30 15:05:58,192.168.1.138,192.168.1.100,TCP,50188,443,187,SYN,G-code: G28 ; Home all axes (Handshake initiated)
526,2024-10-30 15:05:58,192.168.1.138,192.168.1.100,UDP,55087,53,169,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
527,2024-10-30 15:05:59,192.168.1.100,192.168.1.138,TCP,51479,443,157,ACK,Acknowledgment received. Continuing print job.
528,2024-10-30 15:06:00,192.168.1.138,192.168.1.100,UDP,50050,123,71,,G-code: M104 S200 ; Set extruder temperature
529,2024-10-30 15:06:01,192.168.1.138,192.168.1.100,UDP,55362,161,77,,G-code: M104 S200 ; Set extruder temperature
530,2024-10-30 15:06:03,192.168.1.138,192.168.1.100,UDP,50001,53,173,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
531,2024-10-30 15:06:05,192.168.1.138,192.168.1.100,UDP,50284,53,70,,G-code: M104 S200 ; Set extruder temperature
532,2024-10-30 15:06:06,192.168.1.138,192.168.1.100,UDP,54981,161,79,,G-code: M104 S200 ; Set extruder temperature
533,2024-10-30 15:06:08,192.168.1.138,192.168.1.100,UDP,59654,123,68,,G-code: M104 S200 ; Set extruder temperature
534,2024-10-30 15:06:09,192.168.1.138,192.168.1.100,UDP,64207,161,196,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
535,2024-10-30 15:06:11,192.168.1.138,192.168.1.100,UDP,58939,123,75,,G-code: M104 S200 ; Set extruder temperature
536,2024-10-30 15:06:12,192.168.1.100,192.168.1.138,TCP,51660,22,174,RST,Warning: Connection terminated unexpectedly.
537,2024-10-30 15:06:13,192.168.1.138,192.168.1.100,UDP,63773,161,200,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
538,2024-10-30 15:06:15,192.168.1.138,192.168.1.100,UDP,57219,53,92,,G-code: M104 S200 ; Set extruder temperature
539,2024-10-30 15:06:16,192.168.1.100,192.168.1.138,TCP,64850,22,124,FIN,Warning: Connection terminated unexpectedly.
540,2024-10-30 15:06:17,192.168.1.138,192.168.1.100,UDP,57489,123,172,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
541,2024-10-30 15:06:18,192.168.1.138,192.168.1.100,UDP,49678,53,65,,G-code: M104 S200 ; Set extruder temperature
542,2024-10-30 15:06:20,192.168.1.138,192.168.1.100,UDP,56537,161,82,,G-code: M104 S200 ; Set extruder temperature
543,2024-10-30 15:06:21,192.168.1.138,192.168.1.100,UDP,49807,161,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
544,2024-10-30 15:06:22,192.168.1.138,192.168.1.100,UDP,50706,53,56,,G-code: M104 S200 ; Set extruder temperature
545,2024-10-30 15:06:23,192.168.1.100,192.168.1.138,TCP,62670,22,123,FIN,Warning: Connection terminated unexpectedly.
546,2024-10-30 15:06:26,192.168.1.138,192.168.1.100,UDP,54365,53,89,,G-code: M104 S200 ; Set extruder temperature
547,2024-10-30 15:06:28,192.168.1.100,192.168.1.138,TCP,64368,443,57,RST,Warning: Connection terminated unexpectedly.
548,2024-10-30 15:06:29,192.168.1.100,192.168.1.138,TCP,59036,22,136,FIN,Warning: Connection terminated unexpectedly.
549,2024-10-30 15:06:30,192.168.1.100,192.168.1.138,TCP,57254,80,117,FIN,Warning: Connection terminated unexpectedly.
550,2024-10-30 15:06:31,192.168.1.138,192.168.1.100,UDP,62111,53,120,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
551,2024-10-30 15:06:33,192.168.1.138,192.168.1.100,UDP,64877,123,131,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
552,2024-10-30 15:06:36,192.168.1.100,192.168.1.138,TCP,51323,443,129,ACK,Acknowledgment received. Continuing print job.
553,2024-10-30 15:06:38,192.168.1.100,192.168.1.138,TCP,54367,80,63,ACK,Acknowledgment received. Continuing print job.
554,2024-10-30 15:06:39,192.168.1.138,192.168.1.100,TCP,61324,443,51,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
555,2024-10-30 15:06:42,192.168.1.138,192.168.1.100,UDP,58125,53,84,,G-code: M104 S200 ; Set extruder temperature
556,2024-10-30 15:06:43,192.168.1.100,192.168.1.138,TCP,58037,80,70,FIN,Warning: Connection terminated unexpectedly.
557,2024-10-30 15:06:45,192.168.1.138,192.168.1.100,UDP,55233,123,159,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
558,2024-10-30 15:06:47,192.168.1.138,192.168.1.100,UDP,65213,161,136,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
559,2024-10-30 15:06:48,192.168.1.138,192.168.1.100,TCP,53833,22,129,SYN,G-code: G28 ; Home all axes (Handshake initiated)
560,2024-10-30 15:06:49,192.168.1.138,192.168.1.100,UDP,49848,53,146,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
561,2024-10-30 15:06:50,192.168.1.138,192.168.1.100,UDP,50683,123,147,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
562,2024-10-30 15:06:53,192.168.1.138,192.168.1.100,UDP,55812,53,64,,G-code: M104 S200 ; Set extruder temperature
563,2024-10-30 15:06:54,192.168.1.138,192.168.1.100,TCP,53725,443,155,SYN,G-code: G28 ; Home all axes (Handshake initiated)
564,2024-10-30 15:06:55,192.168.1.138,192.168.1.100,TCP,63631,443,84,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
565,2024-10-30 15:06:56,192.168.1.100,192.168.1.138,TCP,49832,443,107,FIN,Warning: Connection terminated unexpectedly.
566,2024-10-30 15:06:57,192.168.1.100,192.168.1.138,TCP,65260,22,165,RST,Warning: Connection terminated unexpectedly.
567,2024-10-30 15:06:59,192.168.1.138,192.168.1.100,TCP,58065,443,79,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
568,2024-10-30 15:07:02,192.168.1.138,192.168.1.100,UDP,61341,53,85,,G-code: M104 S200 ; Set extruder temperature
569,2024-10-30 15:07:03,192.168.1.100,192.168.1.138,TCP,63870,443,148,FIN,Warning: Connection terminated unexpectedly.
